year,country,isocode,tasa_homicidio,region,subregion
2002,Tonga,TON,5.7762566,Oceania,Polynesia
2003,Tonga,TON,5.7436056,Oceania,Polynesia
2004,Tonga,TON,1.9034748,Oceania,Polynesia
2005,Tonga,TON,3.7853336,Oceania,Polynesia
2006,Tonga,TON,7.529199,Oceania,Polynesia
2007,Tonga,TON,0.9369788,Oceania,Polynesia
2008,Tonga,TON,3.7376192,Oceania,Polynesia
2009,Tonga,TON,7.4625125,Oceania,Polynesia
2010,Tonga,TON,0.93110305,Oceania,Polynesia
2011,Tonga,TON,1.8592631,Oceania,Polynesia
2012,Tonga,TON,0.9305832,Oceania,Polynesia
2018,Tonga,TON,9.472702,Oceania,Polynesia
2019,Tonga,TON,0.9463469,Oceania,Polynesia
2023,Tonga,TON,NA,Oceania,Polynesia
2000,Trinidad and Tobago,TTO,9.092463,Americas,Latin America and the Caribbean
2001,Trinidad and Tobago,TTO,11.391352,Americas,Latin America and the Caribbean
2002,Trinidad and Tobago,TTO,12.837737,Americas,Latin America and the Caribbean
2003,Trinidad and Tobago,TTO,17.106026,Americas,Latin America and the Caribbean
2004,Trinidad and Tobago,TTO,19.325396,Americas,Latin America and the Caribbean
2005,Trinidad and Tobago,TTO,28.549568,Americas,Latin America and the Caribbean
2006,Trinidad and Tobago,TTO,27.305553,Americas,Latin America and the Caribbean
2007,Trinidad and Tobago,TTO,28.63679,Americas,Latin America and the Caribbean
2008,Trinidad and Tobago,TTO,39.86635,Americas,Latin America and the Caribbean
2009,Trinidad and Tobago,TTO,36.76428,Americas,Latin America and the Caribbean
2010,Trinidad and Tobago,TTO,34.11089,Americas,Latin America and the Caribbean
2011,Trinidad and Tobago,TTO,25.233282,Americas,Latin America and the Caribbean
2012,Trinidad and Tobago,TTO,27.069210000000002,Americas,Latin America and the Caribbean
2013,Trinidad and Tobago,TTO,28.811039,Americas,Latin America and the Caribbean
2014,Trinidad and Tobago,TTO,28.498419,Americas,Latin America and the Caribbean
2015,Trinidad and Tobago,TTO,29.387306,Americas,Latin America and the Caribbean
2016,Trinidad and Tobago,TTO,32.21932,Americas,Latin America and the Caribbean
2017,Trinidad and Tobago,TTO,34.24988,Americas,Latin America and the Caribbean
2018,Trinidad and Tobago,TTO,35.15767,Americas,Latin America and the Caribbean
2019,Trinidad and Tobago,TTO,36.29889,Americas,Latin America and the Caribbean
2020,Trinidad and Tobago,TTO,26.940828,Americas,Latin America and the Caribbean
2021,Trinidad and Tobago,TTO,30.113243,Americas,Latin America and the Caribbean
2022,Trinidad and Tobago,TTO,40.4433,Americas,Latin America and the Caribbean
2023,Trinidad and Tobago,TTO,NA,Americas,Latin America and the Caribbean
2004,Tunisia,TUN,1.9181278,Africa,Northern Africa
2005,Tunisia,TUN,2.5352318,Africa,Northern Africa
2006,Tunisia,TUN,2.406632,Africa,Northern Africa
2007,Tunisia,TUN,2.6145163,Africa,Northern Africa
2008,Tunisia,TUN,2.6558826,Africa,Northern Africa
2009,Tunisia,TUN,2.3942132,Africa,Northern Africa
2010,Tunisia,TUN,2.656516,Africa,Northern Africa
2012,Tunisia,TUN,3.0155373,Africa,Northern Africa
2019,Tunisia,TUN,4.808388,Africa,Northern Africa
2020,Tunisia,TUN,4.69348,Africa,Northern Africa
2023,Tunisia,TUN,NA,Africa,Northern Africa
2003,Turkey,TUR,4.1824083,Asia,Western Asia
2004,Turkey,TUR,4.2482705,Asia,Western Asia
2005,Turkey,TUR,4.7670865,Asia,Western Asia
2006,Turkey,TUR,4.522784,Asia,Western Asia
2007,Turkey,TUR,5.0868835,Asia,Western Asia
2008,Turkey,TUR,4.5512767,Asia,Western Asia
2010,Turkey,TUR,4.1774163,Asia,Western Asia
2011,Turkey,TUR,4.1244917,Asia,Western Asia
2012,Turkey,TUR,4.276755,Asia,Western Asia
2015,Turkey,TUR,2.7932532,Asia,Western Asia
2016,Turkey,TUR,3.3116117,Asia,Western Asia
2017,Turkey,TUR,3.058363,Asia,Western Asia
2018,Turkey,TUR,2.5599422,Asia,Western Asia
2019,Turkey,TUR,2.395801,Asia,Western Asia
2020,Turkey,TUR,2.4903681,Asia,Western Asia
2021,Turkey,TUR,2.4975126,Asia,Western Asia
2022,Turkey,TUR,2.6212268,Asia,Western Asia
2023,Turkey,TUR,3.2278948,Asia,Western Asia
1990,Turkmenistan,TKM,8.828467,Asia,Central Asia
1991,Turkmenistan,TKM,7.935904,Asia,Central Asia
1992,Turkmenistan,TKM,7.5037613,Asia,Central Asia
1993,Turkmenistan,TKM,8.2332945,Asia,Central Asia
1994,Turkmenistan,TKM,7.48179,Asia,Central Asia
1995,Turkmenistan,TKM,6.4182043,Asia,Central Asia
1996,Turkmenistan,TKM,7.833353,Asia,Central Asia
1997,Turkmenistan,TKM,8.255068,Asia,Central Asia
1998,Turkmenistan,TKM,7.822231,Asia,Central Asia
1999,Turkmenistan,TKM,7.1457667,Asia,Central Asia
2000,Turkmenistan,TKM,5.8262887,Asia,Central Asia
2001,Turkmenistan,TKM,5.304348,Asia,Central Asia
2002,Turkmenistan,TKM,5.0529776,Asia,Central Asia
2003,Turkmenistan,TKM,4.7904286,Asia,Central Asia
2004,Turkmenistan,TKM,4.2153306,Asia,Central Asia
2005,Turkmenistan,TKM,4.0773854,Asia,Central Asia
2006,Turkmenistan,TKM,3.9439642,Asia,Central Asia
2010,Turkmenistan,TKM,1.8870108,Asia,Central Asia
2011,Turkmenistan,TKM,1.7595049,Asia,Central Asia
2012,Turkmenistan,TKM,1.3600651,Asia,Central Asia
2013,Turkmenistan,TKM,1.4142983,Asia,Central Asia
2014,Turkmenistan,TKM,1.4649523,Asia,Central Asia
2015,Turkmenistan,TKM,1.013551,Asia,Central Asia
2023,Turkmenistan,TKM,NA,Asia,Central Asia
1990,Turks and Caicos Islands,TCA,0,Americas,Latin America and the Caribbean
1991,Turks and Caicos Islands,TCA,0,Americas,Latin America and the Caribbean
1992,Turks and Caicos Islands,TCA,7.7103972,Americas,Latin America and the Caribbean
1993,Turks and Caicos Islands,TCA,7.327349,Americas,Latin America and the Caribbean
1994,Turks and Caicos Islands,TCA,13.943598,Americas,Latin America and the Caribbean
1995,Turks and Caicos Islands,TCA,6.643856,Americas,Latin America and the Caribbean
1996,Turks and Caicos Islands,TCA,6.342964,Americas,Latin America and the Caribbean
1997,Turks and Caicos Islands,TCA,12.13445,Americas,Latin America and the Caribbean
1998,Turks and Caicos Islands,TCA,0,Americas,Latin America and the Caribbean
1999,Turks and Caicos Islands,TCA,0,Americas,Latin America and the Caribbean
2000,Turks and Caicos Islands,TCA,0,Americas,Latin America and the Caribbean
2001,Turks and Caicos Islands,TCA,0,Americas,Latin America and the Caribbean
2002,Turks and Caicos Islands,TCA,9.710152,Americas,Latin America and the Caribbean
2003,Turks and Caicos Islands,TCA,0,Americas,Latin America and the Caribbean
2005,Turks and Caicos Islands,TCA,0,Americas,Latin America and the Caribbean
2007,Turks and Caicos Islands,TCA,7.613392,Americas,Latin America and the Caribbean
2008,Turks and Caicos Islands,TCA,7.2919517,Americas,Latin America and the Caribbean
2009,Turks and Caicos Islands,TCA,6.99582,Americas,Latin America and the Caribbean
2013,Turks and Caicos Islands,TCA,11.886013,Americas,Latin America and the Caribbean
2014,Turks and Caicos Islands,TCA,5.7061343,Americas,Latin America and the Caribbean
2019,Turks and Caicos Islands,TCA,30.116644,Americas,Latin America and the Caribbean
2020,Turks and Caicos Islands,TCA,51.818726,Americas,Latin America and the Caribbean
2021,Turks and Caicos Islands,TCA,30.943672,Americas,Latin America and the Caribbean
2022,Turks and Caicos Islands,TCA,76.34004,Americas,Latin America and the Caribbean
2023,Turks and Caicos Islands,TCA,NA,Americas,Latin America and the Caribbean
2002,Tuvalu,TUV,0,Oceania,Polynesia
2003,Tuvalu,TUV,0,Oceania,Polynesia
2004,Tuvalu,TUV,0,Oceania,Polynesia
2005,Tuvalu,TUV,0,Oceania,Polynesia
2006,Tuvalu,TUV,0,Oceania,Polynesia
2007,Tuvalu,TUV,0,Oceania,Polynesia
2008,Tuvalu,TUV,0,Oceania,Polynesia
2009,Tuvalu,TUV,0,Oceania,Polynesia
2010,Tuvalu,TUV,9.421518,Oceania,Polynesia
2011,Tuvalu,TUV,9.276868,Oceania,Polynesia
2012,Tuvalu,TUV,18.290731,Oceania,Polynesia
2019,Tuvalu,TUV,0,Oceania,Polynesia
2023,Tuvalu,TUV,NA,Oceania,Polynesia
1995,Uganda,UGA,8.274593,Africa,Sub-Saharan Africa
1996,Uganda,UGA,8.506209,Africa,Sub-Saharan Africa
1997,Uganda,UGA,8.780179,Africa,Sub-Saharan Africa
2007,Uganda,UGA,8.91971,Africa,Sub-Saharan Africa
2008,Uganda,UGA,9.145517,Africa,Sub-Saharan Africa
2009,Uganda,UGA,10.279433,Africa,Sub-Saharan Africa
2010,Uganda,UGA,9.7558565,Africa,Sub-Saharan Africa
2011,Uganda,UGA,11.251841,Africa,Sub-Saharan Africa
2012,Uganda,UGA,11.841303,Africa,Sub-Saharan Africa
2013,Uganda,UGA,10.914892,Africa,Sub-Saharan Africa
2014,Uganda,UGA,12.289968,Africa,Sub-Saharan Africa
2016,Uganda,UGA,11.551799,Africa,Sub-Saharan Africa
2017,Uganda,UGA,11.785236,Africa,Sub-Saharan Africa
2018,Uganda,UGA,10.818982,Africa,Sub-Saharan Africa
2019,Uganda,UGA,10.972185,Africa,Sub-Saharan Africa
2020,Uganda,UGA,10.032131,Africa,Sub-Saharan Africa
2021,Uganda,UGA,8.520846,Africa,Sub-Saharan Africa
2022,Uganda,UGA,8.756631,Africa,Sub-Saharan Africa
2023,Uganda,UGA,8.973088,Africa,Sub-Saharan Africa
1990,Ukraine,UKR,4.914119,Europe,Eastern Europe
1991,Ukraine,UKR,5.0756207,Europe,Eastern Europe
1992,Ukraine,UKR,6.4406796,Europe,Eastern Europe
1993,Ukraine,UKR,7.060155,Europe,Eastern Europe
1994,Ukraine,UKR,8.1093025,Europe,Eastern Europe
1995,Ukraine,UKR,8.529863,Europe,Eastern Europe
1996,Ukraine,UKR,9.557627,Europe,Eastern Europe
1997,Ukraine,UKR,8.330891,Europe,Eastern Europe
1998,Ukraine,UKR,8.326761,Europe,Eastern Europe
1999,Ukraine,UKR,8.504006,Europe,Eastern Europe
2000,Ukraine,UKR,8.915048,Europe,Eastern Europe
2001,Ukraine,UKR,9.884567,Europe,Eastern Europe
2002,Ukraine,UKR,8.825473,Europe,Eastern Europe
2003,Ukraine,UKR,8.363838,Europe,Eastern Europe
2004,Ukraine,UKR,7.2676864,Europe,Eastern Europe
2005,Ukraine,UKR,6.3674784,Europe,Eastern Europe
2006,Ukraine,UKR,6.256518,Europe,Eastern Europe
2007,Ukraine,UKR,5.6222754,Europe,Eastern Europe
2008,Ukraine,UKR,5.2670727,Europe,Eastern Europe
2009,Ukraine,UKR,4.8044205,Europe,Eastern Europe
2010,Ukraine,UKR,4.279318,Europe,Eastern Europe
2012,Ukraine,UKR,5.0551767,Europe,Eastern Europe
2014,Ukraine,UKR,6.1884985,Europe,Eastern Europe
2017,Ukraine,UKR,6.0546646,Europe,Eastern Europe
2018,Ukraine,UKR,4.428331,Europe,Eastern Europe
2019,Ukraine,UKR,4.0482717,Europe,Eastern Europe
2020,Ukraine,UKR,3.8003569,Europe,Eastern Europe
2021,Ukraine,UKR,3.7766397,Europe,Eastern Europe
2023,Ukraine,UKR,NA,Europe,Eastern Europe
2010,United Arab Emirates,ARE,0.9656457,Asia,Western Asia
2011,United Arab Emirates,ARE,0.70839006,Asia,Western Asia
2012,United Arab Emirates,ARE,0.9203536,Asia,Western Asia
2013,United Arab Emirates,ARE,0.7277977,Asia,Western Asia
2014,United Arab Emirates,ARE,0.74057215,Asia,Western Asia
2015,United Arab Emirates,ARE,0.6916719,Asia,Western Asia
2019,United Arab Emirates,ARE,0.68245935,Asia,Western Asia
2020,United Arab Emirates,ARE,0.68793815,Asia,Western Asia
2021,United Arab Emirates,ARE,0.4494819,Asia,Western Asia
2022,United Arab Emirates,ARE,0.6932181,Asia,Western Asia
2023,United Arab Emirates,ARE,NA,Asia,Western Asia
1990,United Kingdom,GBR,1.2724617,Europe,Northern Europe
1991,United Kingdom,GBR,1.38997,Europe,Northern Europe
1992,United Kingdom,GBR,1.3842863,Europe,Northern Europe
1993,United Kingdom,GBR,1.3497857,Europe,Northern Europe
1994,United Kingdom,GBR,1.4223353,Europe,Northern Europe
1995,United Kingdom,GBR,1.3911188,Europe,Northern Europe
1996,United Kingdom,GBR,1.2813352,Europe,Northern Europe
1997,United Kingdom,GBR,1.2541257,Europe,Northern Europe
1998,United Kingdom,GBR,1.3833259,Europe,Northern Europe
1999,United Kingdom,GBR,1.4004397,Europe,Northern Europe
2000,United Kingdom,GBR,1.5425688,Europe,Northern Europe
2001,United Kingdom,GBR,1.6259588,Europe,Northern Europe
2002,United Kingdom,GBR,1.8592304,Europe,Northern Europe
2005,United Kingdom,GBR,1.3779763,Europe,Northern Europe
2006,United Kingdom,GBR,1.4119321,Europe,Northern Europe
2007,United Kingdom,GBR,1.42031,Europe,Northern Europe
2008,United Kingdom,GBR,1.2252669,Europe,Northern Europe
2009,United Kingdom,GBR,1.124688,Europe,Northern Europe
2010,United Kingdom,GBR,1.1998765,Europe,Northern Europe
2011,United Kingdom,GBR,1.0077267,Europe,Northern Europe
2012,United Kingdom,GBR,0.98029274,Europe,Northern Europe
2013,United Kingdom,GBR,0.9349367,Europe,Northern Europe
2014,United Kingdom,GBR,0.90031874,Europe,Northern Europe
2015,United Kingdom,GBR,0.9482717,Europe,Northern Europe
2016,United Kingdom,GBR,1.1731076,Europe,Northern Europe
2017,United Kingdom,GBR,1.1755048,Europe,Northern Europe
2018,United Kingdom,GBR,1.0905963,Europe,Northern Europe
2019,United Kingdom,GBR,1.1503338,Europe,Northern Europe
2020,United Kingdom,GBR,0.9457794,Europe,Northern Europe
2021,United Kingdom,GBR,1.1186842,Europe,Northern Europe
2023,United Kingdom,GBR,NA,Europe,Northern Europe
1990,United States,USA,9.25038,Americas,Northern America
1991,United States,USA,9.631872,Americas,Northern America
1992,United States,USA,9.15233,Americas,Northern America
1993,United States,USA,9.338498,Americas,Northern America
1994,United States,USA,8.786521,Americas,Northern America
1995,United States,USA,8.055755,Americas,Northern America
1996,United States,USA,7.2528057,Americas,Northern America
1997,United States,USA,6.6581826,Americas,Northern America
1998,United States,USA,6.147342,Americas,Northern America
1999,United States,USA,5.567722,Americas,Northern America
2000,United States,USA,5.5370793,Americas,Northern America
2001,United States,USA,6.695168,Americas,Northern America
2002,United States,USA,5.653043,Americas,Northern America
2006,United States,USA,5.7941914,Americas,Northern America
2007,United States,USA,5.67445,Americas,Northern America
2008,United States,USA,5.3988857,Americas,Northern America
2009,United States,USA,4.9992948,Americas,Northern America
2010,United States,USA,4.7328067,Americas,Northern America
2011,United States,USA,4.6675463,Americas,Northern America
2012,United States,USA,4.6847305,Americas,Northern America
2013,United States,USA,4.4731393,Americas,Northern America
2014,United States,USA,4.3835735,Americas,Northern America
2015,United States,USA,4.8701963,Americas,Northern America
2016,United States,USA,5.28982,Americas,Northern America
2017,United States,USA,5.205827,Americas,Northern America
2018,United States,USA,4.886937,Americas,Northern America
2019,United States,USA,4.934722,Americas,Northern America
2020,United States,USA,6.3546557,Americas,Northern America
2021,United States,USA,6.779722,Americas,Northern America
2022,United States,USA,6.5126743,Americas,Northern America
2023,United States,USA,5.7634077,Americas,Northern America
1997,United States Virgin Islands,VIR,27.755419,Americas,Latin America and the Caribbean
1998,United States Virgin Islands,VIR,23.05805,Americas,Latin America and the Caribbean
1999,United States Virgin Islands,VIR,24.866917,Americas,Latin America and the Caribbean
2000,United States Virgin Islands,VIR,21.18283,Americas,Latin America and the Caribbean
2001,United States Virgin Islands,VIR,25.800388,Americas,Latin America and the Caribbean
2002,United States Virgin Islands,VIR,37.816772,Americas,Latin America and the Caribbean
2003,United States Virgin Islands,VIR,28.658592,Americas,Latin America and the Caribbean
2004,United States Virgin Islands,VIR,34.31184,Americas,Latin America and the Caribbean
2005,United States Virgin Islands,VIR,34.38454,Americas,Latin America and the Caribbean
2006,United States Virgin Islands,VIR,40.018612,Americas,Latin America and the Caribbean
2007,United States Virgin Islands,VIR,40.101093,Americas,Latin America and the Caribbean
2008,United States Virgin Islands,VIR,43.006733,Americas,Latin America and the Caribbean
2009,United States Virgin Islands,VIR,46.834457,Americas,Latin America and the Caribbean
2010,United States Virgin Islands,VIR,52.67564,Americas,Latin America and the Caribbean
2011,United States Virgin Islands,VIR,42.698345,Americas,Latin America and the Caribbean
2012,United States Virgin Islands,VIR,49.85714,Americas,Latin America and the Caribbean
2023,United States Virgin Islands,VIR,NA,Americas,Latin America and the Caribbean
1990,Uruguay,URY,6.6357365,Americas,Latin America and the Caribbean
1991,Uruguay,URY,6.213262,Americas,Latin America and the Caribbean
1992,Uruguay,URY,5.7967296,Americas,Latin America and the Caribbean
1995,Uruguay,URY,5.988512,Americas,Latin America and the Caribbean
1996,Uruguay,URY,6.393615,Americas,Latin America and the Caribbean
1997,Uruguay,URY,7.5387526,Americas,Latin America and the Caribbean
1998,Uruguay,URY,7.5325394,Americas,Latin America and the Caribbean
1999,Uruguay,URY,6.6379523,Americas,Latin America and the Caribbean
2000,Uruguay,URY,6.5519433,Americas,Latin America and the Caribbean
2001,Uruguay,URY,6.65801,Americas,Latin America and the Caribbean
2002,Uruguay,URY,7.0451174,Americas,Latin America and the Caribbean
2003,Uruguay,URY,6.0039268,Americas,Latin America and the Caribbean
2004,Uruguay,URY,6.0917153,Americas,Latin America and the Caribbean
2005,Uruguay,URY,5.782509,Americas,Latin America and the Caribbean
2006,Uruguay,URY,6.140739,Americas,Latin America and the Caribbean
2007,Uruguay,URY,5.8874364,Americas,Latin America and the Caribbean
2008,Uruguay,URY,6.6925535,Americas,Latin America and the Caribbean
2009,Uruguay,URY,6.8276067,Americas,Latin America and the Caribbean
2010,Uruguay,URY,6.177341,Americas,Latin America and the Caribbean
2011,Uruguay,URY,5.98168,Americas,Latin America and the Caribbean
2012,Uruguay,URY,8.005034,Americas,Latin America and the Caribbean
2013,Uruguay,URY,7.772012,Americas,Latin America and the Caribbean
2014,Uruguay,URY,7.9849014,Americas,Latin America and the Caribbean
2015,Uruguay,URY,8.699481,Americas,Latin America and the Caribbean
2016,Uruguay,URY,7.9010844,Americas,Latin America and the Caribbean
2017,Uruguay,URY,8.351933,Americas,Latin America and the Caribbean
2018,Uruguay,URY,12.402291,Americas,Latin America and the Caribbean
2019,Uruguay,URY,11.597768,Americas,Latin America and the Caribbean
2020,Uruguay,URY,10.032457,Americas,Latin America and the Caribbean
2021,Uruguay,URY,9.008759,Americas,Latin America and the Caribbean
2022,Uruguay,URY,11.294893,Americas,Latin America and the Caribbean
2023,Uruguay,URY,11.245305,Americas,Latin America and the Caribbean
1990,Uzbekistan,UZB,5.497202,Asia,Central Asia
1991,Uzbekistan,UZB,5.0660906,Asia,Central Asia
1992,Uzbekistan,UZB,5.329277,Asia,Central Asia
1993,Uzbekistan,UZB,5.180109,Asia,Central Asia
1994,Uzbekistan,UZB,5.4266315,Asia,Central Asia
1995,Uzbekistan,UZB,5.0485244,Asia,Central Asia
1996,Uzbekistan,UZB,4.937483,Asia,Central Asia
1997,Uzbekistan,UZB,4.436221,Asia,Central Asia
1998,Uzbekistan,UZB,4.4126916,Asia,Central Asia
1999,Uzbekistan,UZB,4.1428323,Asia,Central Asia
2000,Uzbekistan,UZB,4.3087006,Asia,Central Asia
2001,Uzbekistan,UZB,4.308441,Asia,Central Asia
2002,Uzbekistan,UZB,4.1653576,Asia,Central Asia
2003,Uzbekistan,UZB,3.745441,Asia,Central Asia
2004,Uzbekistan,UZB,3.695828,Asia,Central Asia
2005,Uzbekistan,UZB,3.4525967,Asia,Central Asia
2006,Uzbekistan,UZB,3.2248347,Asia,Central Asia
2007,Uzbekistan,UZB,3.0100448,Asia,Central Asia
2008,Uzbekistan,UZB,3.0223925,Asia,Central Asia
2015,Uzbekistan,UZB,1.6455635,Asia,Central Asia
2016,Uzbekistan,UZB,2.4197233,Asia,Central Asia
2017,Uzbekistan,UZB,1.8573705,Asia,Central Asia
2018,Uzbekistan,UZB,1.4641609,Asia,Central Asia
2019,Uzbekistan,UZB,1.201285,Asia,Central Asia
2020,Uzbekistan,UZB,1.3368517,Asia,Central Asia
2021,Uzbekistan,UZB,1.3987976,Asia,Central Asia
2023,Uzbekistan,UZB,NA,Asia,Central Asia
2019,Vanuatu,VUT,0.6849679,Oceania,Melanesia
2020,Vanuatu,VUT,0.3346065,Oceania,Melanesia
2023,Vanuatu,VUT,NA,Oceania,Melanesia
2009,Vatican,VAT,0,Europe,Southern Europe
2010,Vatican,VAT,0,Europe,Southern Europe
2011,Vatican,VAT,0,Europe,Southern Europe
2012,Vatican,VAT,0,Europe,Southern Europe
2013,Vatican,VAT,0,Europe,Southern Europe
2014,Vatican,VAT,0,Europe,Southern Europe
2015,Vatican,VAT,0,Europe,Southern Europe
2019,Vatican,VAT,0,Europe,Southern Europe
2020,Vatican,VAT,0,Europe,Southern Europe
2021,Vatican,VAT,0,Europe,Southern Europe
2022,Vatican,VAT,0,Europe,Southern Europe
2023,Vatican,VAT,0,Europe,Southern Europe
1990,Venezuela,VEN,12.477928,Americas,Latin America and the Caribbean
1991,Venezuela,VEN,12.322151,Americas,Latin America and the Caribbean
1992,Venezuela,VEN,15.716319,Americas,Latin America and the Caribbean
1993,Venezuela,VEN,20.193352,Americas,Latin America and the Caribbean
1994,Venezuela,VEN,21.785772,Americas,Latin America and the Caribbean
1995,Venezuela,VEN,20.190306,Americas,Latin America and the Caribbean
1996,Venezuela,VEN,21.891163,Americas,Latin America and the Caribbean
1997,Venezuela,VEN,18.26499,Americas,Latin America and the Caribbean
1998,Venezuela,VEN,19.27857,Americas,Latin America and the Caribbean
1999,Venezuela,VEN,24.82279,Americas,Latin America and the Caribbean
2000,Venezuela,VEN,32.707203,Americas,Latin America and the Caribbean
2001,Venezuela,VEN,31.865593,Americas,Latin America and the Caribbean
2002,Venezuela,VEN,37.809105,Americas,Latin America and the Caribbean
2003,Venezuela,VEN,43.803844,Americas,Latin America and the Caribbean
2004,Venezuela,VEN,36.89708,Americas,Latin America and the Caribbean
2005,Venezuela,VEN,37.19881,Americas,Latin America and the Caribbean
2006,Venezuela,VEN,45.02164,Americas,Latin America and the Caribbean
2007,Venezuela,VEN,47.581566,Americas,Latin America and the Caribbean
2008,Venezuela,VEN,52.00384,Americas,Latin America and the Caribbean
2009,Venezuela,VEN,49.176643,Americas,Latin America and the Caribbean
2010,Venezuela,VEN,45.396015,Americas,Latin America and the Caribbean
2011,Venezuela,VEN,48.305286,Americas,Latin America and the Caribbean
2012,Venezuela,VEN,54.38213,Americas,Latin America and the Caribbean
2014,Venezuela,VEN,62.900608,Americas,Latin America and the Caribbean
2015,Venezuela,VEN,51.200413,Americas,Latin America and the Caribbean
